Rank,Release Group,Worldwide,Domestic,%,Foreign,%
740,Blood Widow,"$6,047","$6,047",100%,-,-
741,Human Nature,"$5,834","$5,487",94.1%,$347,5.9%
742,Love Goes Public,"$5,738","$5,738",100%,-,-
743,Série noire,"$5,633","$5,633",100%,-,-
744,The Miracle of the Little Prince,"$5,553","$5,553",100%,-,-
745,Chokehold,"$5,200","$5,200",100%,-,-
746,The Gliksmans,"$5,166","$5,166",100%,-,-
747,100 Acres of Hell,"$5,152","$5,152",100%,-,-
748,Body at Brighton Rock,"$5,123","$5,123",100%,-,-
749,Chulas Fronteras,"$5,021","$5,021",100%,-,-
750,The Garden,"$5,006","$5,006",100%,-,-
751,Malek,"$4,898","$4,898",100%,-,-
752,Crepitus,"$4,846","$4,846",100%,-,-
753,Ballet Blanc,"$4,832","$4,832",100%,-,-
754,I'm Leaving Now,"$4,488","$4,488",100%,-,-
755,SGT. Will Gardner,"$4,405","$4,405",100%,-,-
756,Tito and the Birds,"$4,332","$4,332",100%,-,-
757,The Fate of Lee Khan,"$4,295","$4,295",100%,-,-
758,State Like Sleep,"$4,282","$4,282",100%,-,-
759,Chinese Portrait,"$4,140","$4,140",100%,-,-
760,La Flor,"$4,032","$4,032",100%,-,-
761,Mother of a Day,"$3,919","$3,919",100%,-,-
762,Crown Vic,"$3,868","$3,868",100%,-,-
763,Wallflower,"$3,801","$3,801",100%,-,-
764,The Wandering Soap Opera,"$3,624","$3,624",100%,-,-
765,Rottentail,"$3,383","$3,383",100%,-,-
766,Chasing Portraits,"$3,076","$3,076",100%,-,-
767,Back to the Fatherland,"$2,697","$2,697",100%,-,-
768,Division 19,"$2,680","$1,699",63.4%,$981,36.6%
769,Joan the Maid 1: The Battles,"$2,562","$2,562",100%,-,-
770,TINY: The Life of Erin Blackwell,"$2,465","$2,465",100%,-,-
771,I Lost Albert 2019 Re-release,"$2,354","$2,354",100%,-,-
772,A German Youth,"$2,343","$2,343",100%,-,-
773,Serendipity,"$2,298","$2,298",100%,-,-
774,Jihadists,"$2,104","$2,104",100%,-,-
775,Jimi Hendrix Electric Church,"$1,818",-,-,"$1,818",100%
776,Game Day,"$1,624","$1,624",100%,-,-
777,American Playhouse: The Killing Floor,"$1,583","$1,583",100%,-,-
778,The Hours and Times,"$1,273","$1,273",100%,-,-
779,The Wolf Hour,"$1,255",-,-,"$1,255",100%
780,A Fish in the Bathtub 2019 re-release,"$1,237","$1,237",100%,-,-
781,The Untold Story,$790,$790,100%,-,-
782,The Portal,$685,-,-,$685,100%
